image_id,file_name,local_filename,location,site_id,date_captured,seq_id,species_label,latitude,longitude,habitat_type,local_image_path
S1/M09/M09_R1/S1_M09_R1_PICT0109,S1/M09/M09_R1/S1_M09_R1_PICT0109.JPG,s1_m09_m09_r1_s1_m09_r1_pict0109.jpg,M09,M09,,SER_S1#M09#1#37,zebra,-2.3333,34.8333,unknown,images\s1_m09_m09_r1_s1_m09_r1_pict0109.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1453,S1/D02/D02_R1/S1_D02_R1_PICT1453.JPG,s1_d02_d02_r1_s1_d02_r1_pict1453.jpg,D02,D02,,SER_S1#D02#1#483,zebra,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1453.jpg
S1/C07/C07_R2/S1_C07_R2_PICT2268,S1/C07/C07_R2/S1_C07_R2_PICT2268.JPG,s1_c07_c07_r2_s1_c07_r2_pict2268.jpg,C07,C07,,SER_S1#C07#2#757,zebra,-2.2062,34.9527,riverine,images\s1_c07_c07_r2_s1_c07_r2_pict2268.jpg
S1/H05/H05_R2/S1_H05_R2_PICT1481,S1/H05/H05_R2/S1_H05_R2_PICT1481.JPG,s1_h05_h05_r2_s1_h05_r2_pict1481.jpg,H05,H05,,SER_S1#H05#2#494,zebra,-2.4562,34.8527,riverine,images\s1_h05_h05_r2_s1_h05_r2_pict1481.jpg
S1/G09/G09_R1/S1_G09_R1_PICT1604,S1/G09/G09_R1/S1_G09_R1_PICT1604.JPG,s1_g09_g09_r1_s1_g09_r1_pict1604.jpg,G09,G09,,SER_S1#G09#1#532,zebra,-2.3333,34.8333,unknown,images\s1_g09_g09_r1_s1_g09_r1_pict1604.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1459,S1/D02/D02_R1/S1_D02_R1_PICT1459.JPG,s1_d02_d02_r1_s1_d02_r1_pict1459.jpg,D02,D02,,SER_S1#D02#1#485,zebra,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1459.jpg
S1/C06/C06_R3/S1_C06_R3_PICT1414,S1/C06/C06_R3/S1_C06_R3_PICT1414.JPG,s1_c06_c06_r3_s1_c06_r3_pict1414.jpg,C06,C06,,SER_S1#C06#3#472,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r3_s1_c06_r3_pict1414.jpg
S1/J06/J06_R3/S1_J06_R3_PICT0652,S1/J06/J06_R3/S1_J06_R3_PICT0652.JPG,s1_j06_j06_r3_s1_j06_r3_pict0652.jpg,J06,J06,,SER_S1#J06#3#218,zebra,-2.3333,34.8333,unknown,images\s1_j06_j06_r3_s1_j06_r3_pict0652.jpg
S1/E04/E04_R5/S1_E04_R5_PICT0107,S1/E04/E04_R5/S1_E04_R5_PICT0107.JPG,s1_e04_e04_r5_s1_e04_r5_pict0107.jpg,E04,E04,,SER_S1#E04#5#37,zebra,-2.3062,34.8027,open_grassland,images\s1_e04_e04_r5_s1_e04_r5_pict0107.jpg
S1/H02/H02_R2/S1_H02_R2_PICT0343,S1/H02/H02_R2/S1_H02_R2_PICT0343.JPG,s1_h02_h02_r2_s1_h02_r2_pict0343.jpg,H02,H02,,SER_S1#H02#2#115,zebra,-2.3333,34.8333,unknown,images\s1_h02_h02_r2_s1_h02_r2_pict0343.jpg
S1/C06/C06_R4/S1_C06_R4_PICT0210,S1/C06/C06_R4/S1_C06_R4_PICT0210.JPG,s1_c06_c06_r4_s1_c06_r4_pict0210.jpg,C06,C06,,SER_S1#C06#4#71,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r4_s1_c06_r4_pict0210.jpg
S1/H02/H02_R2/S1_H02_R2_PICT1146,S1/H02/H02_R2/S1_H02_R2_PICT1146.JPG,s1_h02_h02_r2_s1_h02_r2_pict1146.jpg,H02,H02,,SER_S1#H02#2#382,zebra,-2.3333,34.8333,unknown,images\s1_h02_h02_r2_s1_h02_r2_pict1146.jpg
S1/J06/J06_R3/S1_J06_R3_PICT1742,S1/J06/J06_R3/S1_J06_R3_PICT1742.JPG,s1_j06_j06_r3_s1_j06_r3_pict1742.jpg,J06,J06,,SER_S1#J06#3#581,zebra,-2.3333,34.8333,unknown,images\s1_j06_j06_r3_s1_j06_r3_pict1742.jpg
S1/C06/C06_R4/S1_C06_R4_PICT0250,S1/C06/C06_R4/S1_C06_R4_PICT0250.JPG,s1_c06_c06_r4_s1_c06_r4_pict0250.jpg,C06,C06,,SER_S1#C06#4#84,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r4_s1_c06_r4_pict0250.jpg
S1/C06/C06_R4/S1_C06_R4_PICT0256,S1/C06/C06_R4/S1_C06_R4_PICT0256.JPG,s1_c06_c06_r4_s1_c06_r4_pict0256.jpg,C06,C06,,SER_S1#C06#4#86,zebra,-2.2062,34.9027,riverine,images\s1_c06_c06_r4_s1_c06_r4_pict0256.jpg
S1/F02/F02_R3/S1_F02_R3_PICT0507,S1/F02/F02_R3/S1_F02_R3_PICT0507.JPG,s1_f02_f02_r3_s1_f02_r3_pict0507.jpg,F02,F02,,SER_S1#F02#3#169,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r3_s1_f02_r3_pict0507.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1235,S1/D02/D02_R1/S1_D02_R1_PICT1235.JPG,s1_d02_d02_r1_s1_d02_r1_pict1235.jpg,D02,D02,,SER_S1#D02#1#413,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1235.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1552,S1/D02/D02_R1/S1_D02_R1_PICT1552.JPG,s1_d02_d02_r1_s1_d02_r1_pict1552.jpg,D02,D02,,SER_S1#D02#1#516,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1552.jpg
S1/O05/O05_R1/S1_O05_R1_PICT4118,S1/O05/O05_R1/S1_O05_R1_PICT4118.JPG,s1_o05_o05_r1_s1_o05_r1_pict4118.jpg,O05,O05,,SER_S1#O05#1#1249,buffalo,-2.3333,34.8333,unknown,images\s1_o05_o05_r1_s1_o05_r1_pict4118.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1736,S1/F02/F02_R4/S1_F02_R4_PICT1736.JPG,s1_f02_f02_r4_s1_f02_r4_pict1736.jpg,F02,F02,,SER_S1#F02#4#580,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1736.jpg
S1/G02/G02_R3/S1_G02_R3_PICT0082,S1/G02/G02_R3/S1_G02_R3_PICT0082.JPG,s1_g02_g02_r3_s1_g02_r3_pict0082.jpg,G02,G02,,SER_S1#G02#3#28,buffalo,-2.3333,34.8333,unknown,images\s1_g02_g02_r3_s1_g02_r3_pict0082.jpg
S1/L04/L04_R1/S1_L04_R1_PICT1286,S1/L04/L04_R1/S1_L04_R1_PICT1286.JPG,s1_l04_l04_r1_s1_l04_r1_pict1286.jpg,L04,L04,,SER_S1#L04#1#430,buffalo,-2.3333,34.8333,unknown,images\s1_l04_l04_r1_s1_l04_r1_pict1286.jpg
S1/G03/G03_R3/S1_G03_R3_PICT1592,S1/G03/G03_R3/S1_G03_R3_PICT1592.JPG,s1_g03_g03_r3_s1_g03_r3_pict1592.jpg,G03,G03,,SER_S1#G03#3#529,buffalo,-2.3333,34.8333,unknown,images\s1_g03_g03_r3_s1_g03_r3_pict1592.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1545,S1/D02/D02_R1/S1_D02_R1_PICT1545.JPG,s1_d02_d02_r1_s1_d02_r1_pict1545.jpg,D02,D02,,SER_S1#D02#1#514,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1545.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1789,S1/F02/F02_R4/S1_F02_R4_PICT1789.JPG,s1_f02_f02_r4_s1_f02_r4_pict1789.jpg,F02,F02,,SER_S1#F02#4#597,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1789.jpg
S1/E02/E02_R5/S1_E02_R5_PICT0247,S1/E02/E02_R5/S1_E02_R5_PICT0247.JPG,s1_e02_e02_r5_s1_e02_r5_pict0247.jpg,E02,E02,,SER_S1#E02#5#84,buffalo,-2.3333,34.8333,unknown,images\s1_e02_e02_r5_s1_e02_r5_pict0247.jpg
S1/O06/O06_R1/S1_O06_R1_PICT0376,S1/O06/O06_R1/S1_O06_R1_PICT0376.JPG,s1_o06_o06_r1_s1_o06_r1_pict0376.jpg,O06,O06,,SER_S1#O06#1#126,buffalo,-2.3333,34.8333,unknown,images\s1_o06_o06_r1_s1_o06_r1_pict0376.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1753,S1/F02/F02_R4/S1_F02_R4_PICT1753.JPG,s1_f02_f02_r4_s1_f02_r4_pict1753.jpg,F02,F02,,SER_S1#F02#4#585,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1753.jpg
S1/G01/G01_R2/S1_G01_R2_PICT0311,S1/G01/G01_R2/S1_G01_R2_PICT0311.JPG,s1_g01_g01_r2_s1_g01_r2_pict0311.jpg,G01,G01,,SER_S1#G01#2#105,buffalo,-2.3333,34.8333,unknown,images\s1_g01_g01_r2_s1_g01_r2_pict0311.jpg
S1/G02/G02_R3/S1_G02_R3_PICT0097,S1/G02/G02_R3/S1_G02_R3_PICT0097.JPG,s1_g02_g02_r3_s1_g02_r3_pict0097.jpg,G02,G02,,SER_S1#G02#3#33,buffalo,-2.3333,34.8333,unknown,images\s1_g02_g02_r3_s1_g02_r3_pict0097.jpg
S1/O06/O06_R1/S1_O06_R1_PICT0264,S1/O06/O06_R1/S1_O06_R1_PICT0264.JPG,s1_o06_o06_r1_s1_o06_r1_pict0264.jpg,O06,O06,,SER_S1#O06#1#89,buffalo,-2.3333,34.8333,unknown,images\s1_o06_o06_r1_s1_o06_r1_pict0264.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1723,S1/F02/F02_R4/S1_F02_R4_PICT1723.JPG,s1_f02_f02_r4_s1_f02_r4_pict1723.jpg,F02,F02,,SER_S1#F02#4#575,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1723.jpg
S1/P07/P07_R1/S1_P07_R1_PICT0704,S1/P07/P07_R1/S1_P07_R1_PICT0704.JPG,s1_p07_p07_r1_s1_p07_r1_pict0704.jpg,P07,P07,,SER_S1#P07#1#236,buffalo,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict0704.jpg
S1/G03/G03_R2/S1_G03_R2_PICT0043,S1/G03/G03_R2/S1_G03_R2_PICT0043.JPG,s1_g03_g03_r2_s1_g03_r2_pict0043.jpg,G03,G03,,SER_S1#G03#2#15,buffalo,-2.3333,34.8333,unknown,images\s1_g03_g03_r2_s1_g03_r2_pict0043.jpg
S1/K03/K03_R1/S1_K03_R1_PICT0230,S1/K03/K03_R1/S1_K03_R1_PICT0230.JPG,s1_k03_k03_r1_s1_k03_r1_pict0230.jpg,K03,K03,,SER_S1#K03#1#78,buffalo,-2.3333,34.8333,unknown,images\s1_k03_k03_r1_s1_k03_r1_pict0230.jpg
S1/K03/K03_R1/S1_K03_R1_PICT0387,S1/K03/K03_R1/S1_K03_R1_PICT0387.JPG,s1_k03_k03_r1_s1_k03_r1_pict0387.jpg,K03,K03,,SER_S1#K03#1#130,buffalo,-2.3333,34.8333,unknown,images\s1_k03_k03_r1_s1_k03_r1_pict0387.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1741,S1/F02/F02_R4/S1_F02_R4_PICT1741.JPG,s1_f02_f02_r4_s1_f02_r4_pict1741.jpg,F02,F02,,SER_S1#F02#4#581,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1741.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1670,S1/D02/D02_R1/S1_D02_R1_PICT1670.JPG,s1_d02_d02_r1_s1_d02_r1_pict1670.jpg,D02,D02,,SER_S1#D02#1#556,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1670.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1629,S1/D02/D02_R1/S1_D02_R1_PICT1629.JPG,s1_d02_d02_r1_s1_d02_r1_pict1629.jpg,D02,D02,,SER_S1#D02#1#542,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1629.jpg
S1/G01/G01_R2/S1_G01_R2_PICT0312,S1/G01/G01_R2/S1_G01_R2_PICT0312.JPG,s1_g01_g01_r2_s1_g01_r2_pict0312.jpg,G01,G01,,SER_S1#G01#2#105,buffalo,-2.3333,34.8333,unknown,images\s1_g01_g01_r2_s1_g01_r2_pict0312.jpg
S1/P07/P07_R1/S1_P07_R1_PICT0955,S1/P07/P07_R1/S1_P07_R1_PICT0955.JPG,s1_p07_p07_r1_s1_p07_r1_pict0955.jpg,P07,P07,,SER_S1#P07#1#319,buffalo,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict0955.jpg
S1/F02/F02_R3/S1_F02_R3_PICT0547,S1/F02/F02_R3/S1_F02_R3_PICT0547.JPG,s1_f02_f02_r3_s1_f02_r3_pict0547.jpg,F02,F02,,SER_S1#F02#3#183,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r3_s1_f02_r3_pict0547.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1384,S1/D02/D02_R1/S1_D02_R1_PICT1384.JPG,s1_d02_d02_r1_s1_d02_r1_pict1384.jpg,D02,D02,,SER_S1#D02#1#460,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1384.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1310,S1/D02/D02_R1/S1_D02_R1_PICT1310.JPG,s1_d02_d02_r1_s1_d02_r1_pict1310.jpg,D02,D02,,SER_S1#D02#1#436,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1310.jpg
S1/G07/G07_R2/S1_G07_R2_PICT0180,S1/G07/G07_R2/S1_G07_R2_PICT0180.JPG,s1_g07_g07_r2_s1_g07_r2_pict0180.jpg,G07,G07,,SER_S1#G07#2#61,buffalo,-2.3333,34.8333,unknown,images\s1_g07_g07_r2_s1_g07_r2_pict0180.jpg
S1/J05/J05_R4/S1_J05_R4_PICT0618,S1/J05/J05_R4/S1_J05_R4_PICT0618.JPG,s1_j05_j05_r4_s1_j05_r4_pict0618.jpg,J05,J05,,SER_S1#J05#4#207,buffalo,-2.3333,34.8333,unknown,images\s1_j05_j05_r4_s1_j05_r4_pict0618.jpg
S1/K03/K03_R1/S1_K03_R1_PICT0382,S1/K03/K03_R1/S1_K03_R1_PICT0382.JPG,s1_k03_k03_r1_s1_k03_r1_pict0382.jpg,K03,K03,,SER_S1#K03#1#128,buffalo,-2.3333,34.8333,unknown,images\s1_k03_k03_r1_s1_k03_r1_pict0382.jpg
S1/E13/E13_R1/S1_E13_R1_PICT0122,S1/E13/E13_R1/S1_E13_R1_PICT0122.JPG,s1_e13_e13_r1_s1_e13_r1_pict0122.jpg,E13,E13,,SER_S1#E13#1#42,buffalo,-2.3333,34.8333,unknown,images\s1_e13_e13_r1_s1_e13_r1_pict0122.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1635,S1/D02/D02_R1/S1_D02_R1_PICT1635.JPG,s1_d02_d02_r1_s1_d02_r1_pict1635.jpg,D02,D02,,SER_S1#D02#1#544,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1635.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1759,S1/D02/D02_R1/S1_D02_R1_PICT1759.JPG,s1_d02_d02_r1_s1_d02_r1_pict1759.jpg,D02,D02,,SER_S1#D02#1#585,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1759.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1771,S1/F02/F02_R4/S1_F02_R4_PICT1771.JPG,s1_f02_f02_r4_s1_f02_r4_pict1771.jpg,F02,F02,,SER_S1#F02#4#591,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1771.jpg
S1/E13/E13_R1/S1_E13_R1_PICT0145,S1/E13/E13_R1/S1_E13_R1_PICT0145.JPG,s1_e13_e13_r1_s1_e13_r1_pict0145.jpg,E13,E13,,SER_S1#E13#1#49,buffalo,-2.3333,34.8333,unknown,images\s1_e13_e13_r1_s1_e13_r1_pict0145.jpg
S1/D03/D03_R7/S1_D03_R7_PICT0020,S1/D03/D03_R7/S1_D03_R7_PICT0020.JPG,s1_d03_d03_r7_s1_d03_r7_pict0020.jpg,D03,D03,,SER_S1#D03#7#7,buffalo,-2.3333,34.8333,unknown,images\s1_d03_d03_r7_s1_d03_r7_pict0020.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1740,S1/F02/F02_R4/S1_F02_R4_PICT1740.JPG,s1_f02_f02_r4_s1_f02_r4_pict1740.jpg,F02,F02,,SER_S1#F02#4#581,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1740.jpg
S1/F02/F02_R4/S1_F02_R4_PICT1770,S1/F02/F02_R4/S1_F02_R4_PICT1770.JPG,s1_f02_f02_r4_s1_f02_r4_pict1770.jpg,F02,F02,,SER_S1#F02#4#591,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r4_s1_f02_r4_pict1770.jpg
S1/F02/F02_R3/S1_F02_R3_PICT0441,S1/F02/F02_R3/S1_F02_R3_PICT0441.JPG,s1_f02_f02_r3_s1_f02_r3_pict0441.jpg,F02,F02,,SER_S1#F02#3#147,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r3_s1_f02_r3_pict0441.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1526,S1/D02/D02_R1/S1_D02_R1_PICT1526.JPG,s1_d02_d02_r1_s1_d02_r1_pict1526.jpg,D02,D02,,SER_S1#D02#1#508,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1526.jpg
S1/J12/J12_R1/S1_J12_R1_PICT2862,S1/J12/J12_R1/S1_J12_R1_PICT2862.JPG,s1_j12_j12_r1_s1_j12_r1_pict2862.jpg,J12,J12,,SER_S1#J12#1#955,buffalo,-2.3333,34.8333,unknown,images\s1_j12_j12_r1_s1_j12_r1_pict2862.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1319,S1/D02/D02_R1/S1_D02_R1_PICT1319.JPG,s1_d02_d02_r1_s1_d02_r1_pict1319.jpg,D02,D02,,SER_S1#D02#1#439,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1319.jpg
S1/J12/J12_R1/S1_J12_R1_PICT2921,S1/J12/J12_R1/S1_J12_R1_PICT2921.JPG,s1_j12_j12_r1_s1_j12_r1_pict2921.jpg,J12,J12,,SER_S1#J12#1#975,buffalo,-2.3333,34.8333,unknown,images\s1_j12_j12_r1_s1_j12_r1_pict2921.jpg
S1/D02/D02_R1/S1_D02_R1_PICT1746,S1/D02/D02_R1/S1_D02_R1_PICT1746.JPG,s1_d02_d02_r1_s1_d02_r1_pict1746.jpg,D02,D02,,SER_S1#D02#1#581,buffalo,-2.3333,34.8333,unknown,images\s1_d02_d02_r1_s1_d02_r1_pict1746.jpg
S1/G03/G03_R1/S1_G03_R1_PICT0035,S1/G03/G03_R1/S1_G03_R1_PICT0035.JPG,s1_g03_g03_r1_s1_g03_r1_pict0035.jpg,G03,G03,,SER_S1#G03#1#35,buffalo,-2.3333,34.8333,unknown,images\s1_g03_g03_r1_s1_g03_r1_pict0035.jpg
S1/G02/G02_R4/S1_G02_R4_PICT0202,S1/G02/G02_R4/S1_G02_R4_PICT0202.JPG,s1_g02_g02_r4_s1_g02_r4_pict0202.jpg,G02,G02,,SER_S1#G02#4#68,buffalo,-2.3333,34.8333,unknown,images\s1_g02_g02_r4_s1_g02_r4_pict0202.jpg
S1/F02/F02_R3/S1_F02_R3_PICT0546,S1/F02/F02_R3/S1_F02_R3_PICT0546.JPG,s1_f02_f02_r3_s1_f02_r3_pict0546.jpg,F02,F02,,SER_S1#F02#3#182,buffalo,-2.3333,34.8333,unknown,images\s1_f02_f02_r3_s1_f02_r3_pict0546.jpg
S1/P07/P07_R1/S1_P07_R1_PICT0950,S1/P07/P07_R1/S1_P07_R1_PICT0950.JPG,s1_p07_p07_r1_s1_p07_r1_pict0950.jpg,P07,P07,,SER_S1#P07#1#318,buffalo,-2.3333,34.8333,unknown,images\s1_p07_p07_r1_s1_p07_r1_pict0950.jpg
S1/H09/H09_R1/S1_H09_R1_PICT0169,S1/H09/H09_R1/S1_H09_R1_PICT0169.JPG,s1_h09_h09_r1_s1_h09_r1_pict0169.jpg,H09,H09,,SER_S1#H09#1#57,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h09_h09_r1_s1_h09_r1_pict0169.jpg
S1/I02/I02_R1/S1_I02_R1_PICT3063,S1/I02/I02_R1/S1_I02_R1_PICT3063.JPG,s1_i02_i02_r1_s1_i02_r1_pict3063.jpg,I02,I02,,SER_S1#I02#1#1022,hyenaspotted,-2.3333,34.8333,unknown,images\s1_i02_i02_r1_s1_i02_r1_pict3063.jpg
S1/H06/H06_R4/S1_H06_R4_PICT0874,S1/H06/H06_R4/S1_H06_R4_PICT0874.JPG,s1_h06_h06_r4_s1_h06_r4_pict0874.jpg,H06,H06,,SER_S1#H06#4#292,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict0874.jpg
S1/I13/I13_R1/S1_I13_R1_PICT1572,S1/I13/I13_R1/S1_I13_R1_PICT1572.JPG,s1_i13_i13_r1_s1_i13_r1_pict1572.jpg,I13,I13,,SER_S1#I13#1#525,hyenaspotted,-2.3333,34.8333,unknown,images\s1_i13_i13_r1_s1_i13_r1_pict1572.jpg
S1/F02/F02_R3/S1_F02_R3_PICT1406,S1/F02/F02_R3/S1_F02_R3_PICT1406.JPG,s1_f02_f02_r3_s1_f02_r3_pict1406.jpg,F02,F02,,SER_S1#F02#3#469,hyenaspotted,-2.3333,34.8333,unknown,images\s1_f02_f02_r3_s1_f02_r3_pict1406.jpg
S1/G09/G09_R1/S1_G09_R1_PICT0113,S1/G09/G09_R1/S1_G09_R1_PICT0113.JPG,s1_g09_g09_r1_s1_g09_r1_pict0113.jpg,G09,G09,,SER_S1#G09#1#35,hyenaspotted,-2.3333,34.8333,unknown,images\s1_g09_g09_r1_s1_g09_r1_pict0113.jpg
S1/O07/O07_R1/S1_O07_R1_PICT4438,S1/O07/O07_R1/S1_O07_R1_PICT4438.JPG,s1_o07_o07_r1_s1_o07_r1_pict4438.jpg,O07,O07,,SER_S1#O07#1#1480,hyenaspotted,-2.3333,34.8333,unknown,images\s1_o07_o07_r1_s1_o07_r1_pict4438.jpg
S1/L06/L06_R1/S1_L06_R1_PICT0580,S1/L06/L06_R1/S1_L06_R1_PICT0580.JPG,s1_l06_l06_r1_s1_l06_r1_pict0580.jpg,L06,L06,,SER_S1#L06#1#194,hyenaspotted,-2.3333,34.8333,unknown,images\s1_l06_l06_r1_s1_l06_r1_pict0580.jpg
S1/H06/H06_R3/S1_H06_R3_PICT0468,S1/H06/H06_R3/S1_H06_R3_PICT0468.JPG,s1_h06_h06_r3_s1_h06_r3_pict0468.jpg,H06,H06,,SER_S1#H06#3#157,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h06_h06_r3_s1_h06_r3_pict0468.jpg
S1/E03/E03_R6/S1_E03_R6_PICT0260,S1/E03/E03_R6/S1_E03_R6_PICT0260.JPG,s1_e03_e03_r6_s1_e03_r6_pict0260.jpg,E03,E03,,SER_S1#E03#6#88,hyenaspotted,-2.3333,34.8333,unknown,images\s1_e03_e03_r6_s1_e03_r6_pict0260.jpg
S1/H06/H06_R4/S1_H06_R4_PICT1192,S1/H06/H06_R4/S1_H06_R4_PICT1192.JPG,s1_h06_h06_r4_s1_h06_r4_pict1192.jpg,H06,H06,,SER_S1#H06#4#398,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict1192.jpg
S1/Q11/Q11_R2/S1_Q11_R2_PICT0317,S1/Q11/Q11_R2/S1_Q11_R2_PICT0317.JPG,s1_q11_q11_r2_s1_q11_r2_pict0317.jpg,Q11,Q11,,SER_S1#Q11#2#107,hyenaspotted,-2.3333,34.8333,unknown,images\s1_q11_q11_r2_s1_q11_r2_pict0317.jpg
S1/H06/H06_R4/S1_H06_R4_PICT0681,S1/H06/H06_R4/S1_H06_R4_PICT0681.JPG,s1_h06_h06_r4_s1_h06_r4_pict0681.jpg,H06,H06,,SER_S1#H06#4#228,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h06_h06_r4_s1_h06_r4_pict0681.jpg
S1/H06/H06_R3/S1_H06_R3_PICT0328,S1/H06/H06_R3/S1_H06_R3_PICT0328.JPG,s1_h06_h06_r3_s1_h06_r3_pict0328.jpg,H06,H06,,SER_S1#H06#3#110,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h06_h06_r3_s1_h06_r3_pict0328.jpg
S1/I13/I13_R1/S1_I13_R1_PICT1742,S1/I13/I13_R1/S1_I13_R1_PICT1742.JPG,s1_i13_i13_r1_s1_i13_r1_pict1742.jpg,I13,I13,,SER_S1#I13#1#582,hyenaspotted,-2.3333,34.8333,unknown,images\s1_i13_i13_r1_s1_i13_r1_pict1742.jpg
S1/R10/R10_R1/S1_R10_R1_PICT0145,S1/R10/R10_R1/S1_R10_R1_PICT0145.JPG,s1_r10_r10_r1_s1_r10_r1_pict0145.jpg,R10,R10,,SER_S1#R10#1#49,hyenaspotted,-2.3333,34.8333,unknown,images\s1_r10_r10_r1_s1_r10_r1_pict0145.jpg
S1/J06/J06_R3/S1_J06_R3_PICT1501,S1/J06/J06_R3/S1_J06_R3_PICT1501.JPG,s1_j06_j06_r3_s1_j06_r3_pict1501.jpg,J06,J06,,SER_S1#J06#3#501,hyenaspotted,-2.3333,34.8333,unknown,images\s1_j06_j06_r3_s1_j06_r3_pict1501.jpg
S1/R10/R10_R1/S1_R10_R1_PICT1380,S1/R10/R10_R1/S1_R10_R1_PICT1380.JPG,s1_r10_r10_r1_s1_r10_r1_pict1380.jpg,R10,R10,,SER_S1#R10#1#461,hyenaspotted,-2.3333,34.8333,unknown,images\s1_r10_r10_r1_s1_r10_r1_pict1380.jpg
S1/H06/H06_R3/S1_H06_R3_PICT0098,S1/H06/H06_R3/S1_H06_R3_PICT0098.JPG,s1_h06_h06_r3_s1_h06_r3_pict0098.jpg,H06,H06,,SER_S1#H06#3#34,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h06_h06_r3_s1_h06_r3_pict0098.jpg
S1/H06/H06_R3/S1_H06_R3_PICT0297,S1/H06/H06_R3/S1_H06_R3_PICT0297.JPG,s1_h06_h06_r3_s1_h06_r3_pict0297.jpg,H06,H06,,SER_S1#H06#3#100,hyenaspotted,-2.3333,34.8333,unknown,images\s1_h06_h06_r3_s1_h06_r3_pict0297.jpg
S1/H05/H05_R2/S1_H05_R2_PICT1257,S1/H05/H05_R2/S1_H05_R2_PICT1257.JPG,s1_h05_h05_r2_s1_h05_r2_pict1257.jpg,H05,H05,,SER_S1#H05#2#419,hyenaspotted,-2.4562,34.8527,riverine,images\s1_h05_h05_r2_s1_h05_r2_pict1257.jpg
